genus_taxid,genus_name,n_samples_present,pct_samples_present,reads_log_mean,reads_log_sd,kmers_log_mean,kmers_log_sd,cov_log_mean,cov_log_sd,reads_p50,reads_p90,reads_p95,reads_p99,reads_max,kmers_min,kmers_p25,kmers_p50,kmers_p75,kmers_p95,kmers_max,dup_min,dup_p25,dup_p50,dup_p75,dup_p95,dup_max,cov_min,cov_p25,cov_p50,cov_p75,cov_p95,cov_max,adj_kmers_log_mean,adj_kmers_log_sd
1696,Brevibacterium,99,22.6545,0.1929,0.4664,0.4446,0.9121,-8.039,1.8195,0.0,4.0,16.2,156.76,1390,0,0.0,0.0,0.0,395.2,9339,1.0,1.0,1.0,1.452,5.495,27.33255813953489,0.0,0.0,0.0,0.0,7.3908e-05,0.001124,0.4304,0.8852
2053,Gordonia,98,22.4256,0.1995,0.4635,0.3883,0.8211,-8.1199,1.6823,0.0,6.0,14.4,136.84,1233,0,0.0,0.0,0.0,156.8,12263,1.0,1.0,1.387,2.0,9.384,24.421818181818182,0.0,0.0,0.0,0.0,3.515e-05,0.001333,0.3684,0.7886
1378,Gemella,98,22.4256,0.1955,0.4674,0.4525,0.9121,-7.9463,1.9941,0.0,4.4,18.8,78.2,2768,0,0.0,0.0,0.0,408.0,12181,1.0,1.0,1.054,2.0,16.331,59.7,0.0,0.0,0.0,0.0,0.00016376,0.003781,0.4328,0.88
2745,Halomonas,96,21.968,0.2217,0.5311,0.393,0.8609,-8.1573,1.6343,0.0,6.0,24.2,229.04,15823,0,0.0,0.0,0.0,324.8,92771,1.0,1.0,1.111,1.547,3.278,15.344444444444445,0.0,0.0,0.0,0.0,2.239e-05,0.0103,0.3823,0.84
33877,Agromyces,96,21.968,0.1479,0.3483,0.2415,0.523,-8.2726,1.3869,0.0,3.0,6.0,48.96,583,0,0.0,0.0,0.0,26.0,552,1.0,1.0,1.5,2.45,16.425,37.18333333333333,0.0,0.0,0.0,0.0,4.1216e-06,2.525e-05,0.2181,0.4835
29465,Veillonella,96,21.968,0.2064,0.4865,0.4929,0.9967,-7.9749,1.9607,0.0,6.0,17.4,157.16,4053,0,0.0,0.0,0.0,419.0,50843,1.0,1.0,1.06,1.465,7.6,16.46635658914729,0.0,0.0,0.0,0.0,0.00010814,0.011,0.4785,0.972
357,Agrobacterium,95,21.7391,0.1686,0.4134,0.3598,0.7699,-8.2804,1.416,0.0,4.0,10.2,63.76,1352,0,0.0,0.0,0.0,145.6,5668,1.0,1.0,1.088,1.848,7.865,21.863636363636363,0.0,0.0,0.0,0.0,7.4522e-06,0.0001926,0.3458,0.7421
2529408,Schaalia,94,21.5103,0.2077,0.5325,0.436,0.9263,-8.0821,1.8032,0.0,6.0,18.2,206.2,7510,0,0.0,0.0,0.0,345.0,108850,1.0,1.0,1.035,1.429,8.956,21.8,0.0,0.0,0.0,0.0,5.3764e-05,0.0507,0.4197,0.8929
670516,Mycobacteroides,93,21.2815,0.1356,0.347,0.2829,0.6322,-8.2433,1.4873,0.0,2.0,6.2,58.16,986,0,0.0,0.0,0.0,48.6,4686,1.0,1.0,1.5,2.587,7.79,58.0,0.0,0.0,0.0,0.0,7.7166e-06,0.0003841,0.2598,0.5882
43668,Brachybacterium,93,21.2815,0.1589,0.4044,0.3233,0.7291,-8.2,1.5757,0.0,3.0,10.0,93.8,757,0,0.0,0.0,0.0,95.0,18392,1.0,1.0,1.264,3.0,17.625,79.5,0.0,0.0,0.0,0.0,1.9412e-05,0.001491,0.3052,0.7025
114185,Candidatus Carsonella,93,21.2815,0.1052,0.2695,0.2919,0.6244,-7.9634,2.0047,0.0,1.0,3.0,18.32,245,0,0.0,0.0,0.0,51.2,1871,1.0,1.11,1.29,1.627,2.662,11.978260869565217,0.0,0.0,0.0,0.0,0.00011084,0.001856,0.2788,0.596
2901164,Stutzerimonas,92,21.0526,0.2506,0.6333,0.5361,1.1957,-8.1119,1.8309,0.0,12.0,54.4,416.4,345546,0,0.0,0.0,0.0,2867.0,4139439,1.0,1.0,1.315,2.924,110.601,375.2142857142857,0.0,0.0,0.0,0.0,0.0002216,0.2188,0.5277,1.1799
83618,Pseudoxanthomonas,92,21.0526,0.1769,0.4322,0.3142,0.6936,-8.2304,1.5204,0.0,4.0,10.2,121.92,3312,0,0.0,0.0,0.0,85.8,6097,1.0,1.0,1.5,3.705,10.334,21.532,0.0,0.0,0.0,0.0,9.7908e-06,0.0007355,0.2925,0.6589
958,Bdellovibrio,92,21.0526,0.1088,0.2779,0.1751,0.3812,-8.4305,1.1238,0.0,1.0,3.0,30.4,119,0,0.0,0.0,0.0,7.2,282,1.0,1.03,2.684,6.374,36.58,12300.0,0.0,0.0,0.0,0.0,7.67e-07,1.764e-05,0.1368,0.3252
85413,Bosea,90,20.595,0.1801,0.4611,0.3317,0.752,-8.273,1.4587,0.0,4.0,11.0,174.68,1924,0,0.0,0.0,0.0,139.0,5237,1.0,1.0,1.1,1.579,8.489,14.7,0.0,0.0,0.0,0.0,8.1246e-06,0.0001073,0.3177,0.7171
120831,Dyadobacter,89,20.3661,0.1203,0.3198,0.2442,0.546,-8.3377,1.3365,0.0,1.0,4.0,30.56,666,0,0.0,0.0,0.0,26.0,3075,1.0,1.0,2.14,5.87,18.58,119.0,0.0,0.0,0.0,0.0,3.337e-06,0.0005187,0.2056,0.4677
194,Campylobacter,89,20.3661,0.1907,0.4913,0.3477,0.7953,-8.0766,1.9185,0.0,5.0,16.2,260.76,7335,0,0.0,0.0,0.0,165.0,22357,1.0,1.0,1.445,5.0,27.272,234.4219899497487,0.0,0.0,0.0,0.0,0.0001515,0.01685,0.3255,0.7569
2767842,Lactiplantibacillus,88,20.1373,0.1146,0.3203,0.3291,0.6839,-8.3038,1.4111,0.0,1.0,3.0,48.28,569,0,0.0,0.0,0.0,62.2,6487,1.0,1.3,1.645,2.542,6.839,20.215465729349738,0.0,0.0,0.0,0.0,4.0826e-06,0.02069,0.3012,0.6272
29832,Hanseniaspora,88,20.1373,0.1044,0.2644,0.1952,0.4141,-8.3841,1.2384,0.0,1.0,3.0,12.0,452,0,0.0,0.0,0.0,9.2,282,1.0,2.0,3.8,11.025,23.025,65.05820796460178,0.0,0.0,0.0,0.0,1.2972e-06,4.745e-05,0.1453,0.3276
53335,Pantoea,87,19.9085,0.1568,0.4121,0.3442,0.7912,-8.2894,1.4783,0.0,2.0,14.0,84.92,1457,0,0.0,0.0,0.0,180.6,6270,1.0,1.0,1.033,1.75,7.794,34.0,0.0,0.0,0.0,0.0,1.376e-05,0.0002906,0.3311,0.7642
2782229,Epilithonimonas,87,19.9085,0.1718,0.4354,0.3867,0.8538,-8.1481,1.7495,0.0,3.4,12.2,74.88,3466,0,0.0,0.0,0.0,226.2,12247,1.0,1.0,1.085,1.684,9.48,65.1,0.0,0.0,0.0,0.0,5.0806e-05,0.002876,0.3704,0.8251
20,Phenylobacterium,86,19.6796,0.153,0.3912,0.3347,0.7476,-8.2144,1.6212,0.0,3.0,9.0,83.56,2035,0,0.0,0.0,0.0,140.6,7471,1.0,1.0,1.115,1.803,9.99,40.5,0.0,0.0,0.0,0.0,2.7846e-05,0.001687,0.3201,0.7178
1817,Nocardia,86,19.6796,0.181,0.4518,0.2338,0.5732,-8.4147,1.2166,0.0,4.4,14.2,79.64,1870,0,0.0,0.0,0.0,33.0,20815,1.0,1.082,1.987,25.319,217.688,485.6979166666667,0.0,0.0,0.0,0.0,1.5588e-06,0.001386,0.2059,0.5392
1847,Pseudonocardia,86,19.6796,0.1913,0.4614,0.3129,0.7262,-8.3208,1.4161,0.0,7.0,14.6,136.36,2549,0,0.0,0.0,0.0,122.0,3363,1.0,1.029,1.765,13.921,104.608,265.914,0.0,0.0,0.0,0.0,6.7106e-06,0.0002064,0.2893,0.6886
1827195,Caballeronia,85,19.4508,0.1787,0.471,0.3185,0.7641,-8.3257,1.411,0.0,4.0,13.2,179.08,665,0,0.0,0.0,0.0,159.6,6490,1.0,1.045,1.297,2.0,5.968,10.8190099009901,0.0,0.0,0.0,0.0,7.464e-06,0.0001655,0.3035,0.7351
2759736,Lacticaseibacillus,85,19.4508,0.112,0.3188,0.3328,0.7318,-8.2649,1.5286,0.0,1.0,3.0,57.64,2478,0,0.0,0.0,0.0,90.0,141169,1.0,1.05,1.42,1.9,4.177,15.699999999999998,0.0,0.0,0.0,0.0,1.0622e-05,0.01175,0.3154,0.6986
1982251,Pahexavirus,85,19.4508,0.172,0.4492,0.3145,0.7101,-7.7534,2.5493,0.0,3.0,16.4,109.08,1064,0,0.0,0.0,0.0,114.6,3258,1.0,1.0,1.035,1.385,3.433,18.57521367521368,0.0,0.0,0.0,0.0,0.004705,0.0283,0.3145,0.7101
150022,Finegoldia,85,19.4508,0.1648,0.4283,0.4278,0.9292,-8.1107,1.8412,0.0,3.4,11.0,91.12,1370,0,0.0,0.0,0.0,382.4,37144,1.0,1.0,1.02,1.21,2.852,13.0,0.0,0.0,0.0,0.0,9.2246e-05,0.00896,0.4186,0.9115
238749,Diaphorobacter,84,19.222,0.1535,0.4145,0.3215,0.7448,-8.2106,1.6651,0.0,3.0,6.2,102.6,1024,0,0.0,0.0,0.0,125.6,3445,1.0,1.0,1.25,2.0,6.393,22.0,0.0,0.0,0.0,0.0,6.0078e-05,0.0004835,0.3077,0.7148
5754,Acanthamoeba,83,18.9931,0.1963,0.5697,0.3928,0.9751,-8.364,1.4312,0.0,3.0,22.0,896.44,29601,0,0.0,0.0,0.0,603.2,65658,1.0,1.0,1.09,1.585,5.431,143.95001650165017,0.0,0.0,0.0,0.0,1.3086e-05,0.001424,0.3795,0.9471
366614,Haematobacter,83,18.9931,0.1706,0.4499,0.4398,0.9684,-8.104,1.8832,0.0,2.4,22.0,134.16,469,0,0.0,0.0,0.0,778.6,18218,1.0,1.0,1.04,1.505,9.178,33.3,0.0,0.0,0.0,0.0,0.0002002,0.004684,0.4264,0.9415
1041,Erythrobacter,81,18.5355,0.1457,0.3906,0.2416,0.5859,-8.3545,1.3762,0.0,3.0,6.2,93.32,1242,0,0.0,0.0,0.0,34.4,3134,1.0,1.0,1.314,2.14,10.013,17.76923076923077,0.0,0.0,0.0,0.0,5.8484e-06,0.0002065,0.2261,0.549
32067,Leptotrichia,81,18.5355,0.1351,0.3677,0.315,0.7585,-8.2202,1.67,0.0,2.0,5.2,52.68,648,0,0.0,0.0,0.0,176.8,2922,1.0,1.0,1.0,1.223,2.98,13.674398148148152,0.0,0.0,0.0,0.0,5.2104e-05,0.0006665,0.3066,0.7377
544,Citrobacter,80,18.3066,0.1406,0.3769,0.2385,0.5765,-8.4254,1.2687,0.0,3.0,8.2,36.6,1609,0,0.0,0.0,0.0,30.4,34830,1.0,1.03,1.755,6.343,17.608,64.78472222222223,0.0,0.0,0.0,0.0,2.8264e-06,0.008701,0.2062,0.5199
28105,Sinorhizobium,80,18.3066,0.1326,0.3486,0.2204,0.5311,-8.429,1.2418,0.0,3.0,5.0,36.0,463,0,0.0,0.0,0.0,26.0,983,1.0,1.0,1.5,2.674,9.691,17.558064516129033,0.0,0.0,0.0,0.0,1.9802e-06,0.0004902,0.2017,0.4877
1847725,Lawsonella,79,18.0778,0.1375,0.3968,0.2987,0.7047,-8.2212,1.69,0.0,2.0,6.2,40.56,5901,0,0.0,0.0,0.0,86.4,4418,1.0,1.0,1.0,1.465,2.901,20.6,0.0,0.0,0.0,0.0,4.2016e-05,0.002148,0.2885,0.6795
848,Fusobacterium,79,18.0778,0.1691,0.5014,0.3471,0.8683,-8.2089,1.7432,0.0,3.0,10.2,366.88,28467,0,0.0,0.0,0.0,177.0,278291,1.0,1.0,1.0,1.215,2.805,21.935211267605634,0.0,0.0,0.0,0.0,4.5074e-05,0.05769,0.34,0.8501
5690,Trypanosoma,79,18.0778,0.1839,0.5071,0.1924,0.4307,-8.5809,0.9153,0.0,3.0,32.6,239.8,933,0,0.0,0.0,0.0,15.0,96,1.0,4.225,11.3,28.45,91.96,178.3,0.0,0.0,0.0,0.0,2.563e-07,4.324e-06,0.1192,0.2777
1865,Actinoplanes,77,17.6201,0.1223,0.3389,0.2007,0.5123,-8.4784,1.1774,0.0,2.0,5.0,38.96,1186,0,0.0,0.0,0.0,27.4,1115,1.0,1.0,1.118,2.0,9.916,30.0,0.0,0.0,0.0,0.0,1.6008e-06,0.002837,0.1887,0.4862
204037,Dickeya,76,17.3913,0.1277,0.345,0.2106,0.4975,-8.4243,1.2724,0.0,2.0,9.0,28.64,162,0,0.0,0.0,0.0,30.4,157,1.0,1.0,2.083,7.063,11.967,34.05185185185186,0.0,0.0,0.0,0.0,4.0582e-06,6.966e-05,0.1761,0.4109
1813,Amycolatopsis,76,17.3913,0.1452,0.4002,0.2323,0.5875,-8.4715,1.1711,0.0,3.0,8.2,83.0,2286,0,0.0,0.0,0.0,44.6,2446,1.0,1.0,1.211,1.856,8.476,12.5,0.0,0.0,0.0,0.0,2.0856e-06,1.427e-05,0.2211,0.5603
39643,Sorangium,75,17.1625,0.1378,0.3769,0.2585,0.6294,-8.4768,1.1938,0.0,2.0,10.2,46.0,329,0,0.0,0.0,0.0,109.8,499,1.0,1.137,2.0,4.961,8.743,27.9324200913242,0.0,0.0,0.0,0.0,3.4448e-06,0.00113,0.2285,0.55
323620,Shinella,75,17.1625,0.1225,0.3492,0.2481,0.6263,-8.392,1.3692,0.0,2.0,4.2,85.24,611,0,0.0,0.0,0.0,57.4,2257,1.0,1.0,1.0,1.729,10.95,21.7,0.0,0.0,0.0,0.0,8.2906e-06,0.000195,0.2352,0.5921
33886,Rathayibacter,75,17.1625,0.1242,0.3514,0.2483,0.6418,-8.356,1.45,0.0,2.0,6.2,54.84,676,0,0.0,0.0,0.0,71.0,2232,1.0,1.0,1.33,2.378,9.892,13.6,0.0,0.0,0.0,0.0,1.8826e-05,0.0002979,0.234,0.6121
32199,Buchnera,75,17.1625,0.088,0.2535,0.2904,0.6973,-8.2631,1.6566,0.0,1.0,2.0,22.04,328,0,0.0,0.0,0.0,111.2,1055,1.0,1.095,1.395,1.775,3.158,124.0548780487805,0.0,0.0,0.0,0.0,3.2448e-05,0.002201,0.275,0.6592
28065,Rhodoferax,74,16.9336,0.1477,0.4113,0.2557,0.6355,-8.3826,1.3915,0.0,3.0,12.0,124.8,1155,0,0.0,0.0,0.0,89.4,1736,1.0,1.0,1.174,1.665,3.119,13.381036036036036,0.0,0.0,0.0,0.0,8.8606e-06,8.599e-05,0.2451,0.6082
414371,Aureimonas,74,16.9336,0.1264,0.3501,0.228,0.5628,-8.4,1.3493,0.0,2.0,6.0,50.28,670,0,0.0,0.0,0.0,43.2,1130,1.0,1.0,1.457,3.833,15.27,23.8,0.0,0.0,0.0,0.0,5.199e-06,8.081e-05,0.2092,0.5275
191,Azospirillum,74,16.9336,0.1271,0.3581,0.2339,0.5826,-8.4393,1.2632,0.0,2.0,5.0,63.92,952,0,0.0,0.0,0.0,39.2,1495,1.0,1.0,1.085,1.641,7.588,21.33076923076923,0.0,0.0,0.0,0.0,3.967e-06,6.369e-05,0.2219,0.5508
117563,Granulicatella,74,16.9336,0.1277,0.3535,0.3355,0.7842,-8.2341,1.7163,0.0,2.0,6.0,49.0,1261,0,0.0,0.0,0.0,201.2,3692,1.0,1.0,1.0,1.248,4.703,24.699999999999996,0.0,0.0,0.0,0.0,7.033e-05,0.001194,0.3261,0.7633
209,Helicobacter,72,16.476,0.0908,0.276,0.2375,0.5763,-8.4484,1.2903,0.0,1.0,2.0,35.4,230,0,0.0,0.0,0.0,40.2,597,1.0,1.145,1.464,2.652,8.207,29.02782608695652,0.0,0.0,0.0,0.0,4.705e-06,0.003929,0.2185,0.5322
5052,Aspergillus,72,16.476,0.1256,0.3773,0.2439,0.6357,-8.4859,1.2275,0.0,2.0,5.2,66.64,9211,0,0.0,0.0,0.0,74.4,2510,1.0,1.0,1.0,1.763,6.518,314.7187580067312,0.0,0.0,0.0,0.0,2.3782e-06,0.0004393,0.2368,0.6152
47670,Lautropia,72,16.476,0.1335,0.3928,0.3134,0.7738,-8.2749,1.6669,0.0,2.0,6.0,88.84,1635,0,0.0,0.0,0.0,186.6,23955,1.0,1.0,1.015,1.32,8.66,20.2,0.0,0.0,0.0,0.0,6.181e-05,0.007935,0.3028,0.7489
174951,Ramlibacter,72,16.476,0.1236,0.3561,0.2406,0.6007,-8.4465,1.2722,0.0,2.0,6.0,91.64,1299,0,0.0,0.0,0.0,63.6,930,1.0,1.0,1.303,1.938,7.187,17.0,0.0,0.0,0.0,0.0,4.7636e-06,6.15e-05,0.2257,0.5665
29580,Janthinobacterium,72,16.476,0.1209,0.3357,0.2129,0.541,-8.4396,1.2845,0.0,2.0,7.0,35.92,702,0,0.0,0.0,0.0,36.2,947,1.0,1.0,1.239,2.0,8.97,12.664150943396228,0.0,0.0,0.0,0.0,5.423e-06,4.604e-05,0.1993,0.5059
99,Ancylobacter,72,16.476,0.1199,0.348,0.2223,0.5634,-8.4126,1.3476,0.0,2.0,5.0,37.04,1011,0,0.0,0.0,0.0,30.8,1349,1.0,1.0,1.38,2.025,6.563,15.37416419386746,0.0,0.0,0.0,0.0,5.8006e-06,0.0001464,0.2049,0.5211
816,Bacteroides,72,16.476,0.1028,0.3037,0.2545,0.6537,-8.3357,1.5827,0.0,1.0,4.0,37.28,368,0,0.0,0.0,0.0,79.6,2724,1.0,1.0,1.151,2.0,4.521,11.86866847826087,0.0,0.0,0.0,0.0,2.0972e-05,0.007645,0.2435,0.6275
337004,Microcella,71,16.2471,0.1147,0.3175,0.1813,0.4701,-8.386,1.4134,0.0,2.0,6.0,34.48,224,0,0.0,0.0,0.0,13.0,3534,1.0,1.09,2.0,19.744,65.1,242.0,0.0,0.0,0.0,0.0,9.678e-06,0.0004876,0.1441,0.4064
2801844,Arachnia,71,16.2471,0.1064,0.3119,0.3067,0.7476,-8.3261,1.5571,0.0,1.0,5.0,20.92,1056,0,0.0,0.0,0.0,158.2,5437,1.0,1.0,1.0,1.412,2.378,22.0,0.0,0.0,0.0,0.0,3.01e-05,0.0009789,0.2986,0.73
1522432,Pseudoduganella,70,16.0183,0.1123,0.3181,0.1944,0.5069,-8.4856,1.1973,0.0,1.4,6.0,30.4,336,0,0.0,0.0,0.0,32.0,485,1.0,1.0,1.246,2.0,7.056,28.0,0.0,0.0,0.0,0.0,2.5696e-06,2.455e-05,0.1816,0.4767
186650,Microvirga,70,16.0183,0.1227,0.3637,0.2215,0.5867,-8.4546,1.2801,0.0,2.0,6.0,69.92,1373,0,0.0,0.0,0.0,61.0,2326,1.0,1.0,1.109,1.805,12.624,46.0,0.0,0.0,0.0,0.0,4.7956e-06,0.0001257,0.2085,0.5511
46913,Devosia,70,16.0183,0.1291,0.3865,0.2245,0.5978,-8.4493,1.2852,0.0,2.0,5.0,66.2,1003,0,0.0,0.0,0.0,30.4,2128,1.0,1.0,1.023,1.858,8.204,24.8,0.0,0.0,0.0,0.0,4.6316e-06,9.021e-05,0.213,0.5631
1742993,Pseudarthrobacter,70,16.0183,0.1042,0.2951,0.1844,0.4781,-8.4674,1.2363,0.0,1.4,5.0,21.64,384,0,0.0,0.0,0.0,24.4,521,1.0,1.0,1.901,3.771,11.28,63.78047619047619,0.0,0.0,0.0,0.0,3.3102e-06,2.194e-05,0.1652,0.4374
83614,Luteimonas,69,15.7895,0.1193,0.3604,0.206,0.5625,-8.4342,1.3331,0.0,2.0,6.0,63.76,3169,0,0.0,0.0,0.0,30.8,3707,1.0,1.0,1.23,2.011,8.548,13.5,0.0,0.0,0.0,0.0,5.6818e-06,0.0004008,0.1925,0.532
57495,Dermacoccus,68,15.5606,0.1181,0.358,0.2941,0.7515,-8.319,1.6202,0.0,2.0,5.0,52.16,2335,0,0.0,0.0,0.0,141.0,8948,1.0,1.0,1.025,1.558,9.553,24.0,0.0,0.0,0.0,0.0,4.3354e-05,0.002702,0.2847,0.7311
1129,Synechococcus,68,15.5606,0.096,0.289,0.1462,0.4196,-8.5114,1.1569,0.0,1.0,3.0,29.8,475,0,0.0,0.0,0.0,11.2,397,1.0,1.0,1.515,3.235,11.58,36.55833333333334,0.0,0.0,0.0,0.0,1.8914e-06,1.157e-05,0.1294,0.3801
141948,Thermomonas,67,15.3318,0.1177,0.3722,0.2192,0.5823,-8.419,1.3875,0.0,1.0,4.2,99.24,2051,0,0.0,0.0,0.0,48.2,2106,1.0,1.0,1.19,1.774,7.195,14.834285714285713,0.0,0.0,0.0,0.0,7.588e-06,0.0001462,0.208,0.5495
1111,Porphyrobacter,67,15.3318,0.098,0.3095,0.1902,0.5039,-8.459,1.2865,0.0,1.0,3.0,38.96,812,0,0.0,0.0,0.0,17.2,1902,1.0,1.0,1.0,1.56,10.86,58.0,0.0,0.0,0.0,0.0,4.7762e-06,0.0001103,0.1796,0.4761
53457,Janibacter,67,15.3318,0.114,0.3422,0.2333,0.6098,-8.4042,1.4242,0.0,2.0,4.2,86.2,1029,0,0.0,0.0,0.0,54.2,2103,1.0,1.0,1.125,1.759,6.113,23.0,0.0,0.0,0.0,0.0,1.528e-05,0.0003449,0.2225,0.5828
1243,Leuconostoc,67,15.3318,0.1085,0.3243,0.2947,0.7603,-8.3023,1.6771,0.0,1.4,4.0,35.76,301,0,0.0,0.0,0.0,191.4,11786,1.0,1.0,1.062,1.45,9.647,47.74127659574469,0.0,0.0,0.0,0.0,8.2322e-05,0.004059,0.2851,0.7351
165779,Anaerococcus,67,15.3318,0.1202,0.3644,0.2606,0.6722,-8.3338,1.5891,0.0,2.0,6.0,78.88,2226,0,0.0,0.0,0.0,74.0,9100,1.0,1.0,1.0,1.381,4.357,29.910377358490567,0.0,0.0,0.0,0.0,3.4952e-05,0.004303,0.2524,0.6513
157,Treponema,67,15.3318,0.0985,0.3198,0.2006,0.5778,-8.4306,1.3889,0.0,1.0,2.0,50.4,525,0,0.0,0.0,0.0,31.2,13040,1.0,1.0,1.062,1.821,5.862,13.109887640449438,0.0,0.0,0.0,0.0,1.02556e-05,0.002307,0.1944,0.5626
497,Psychrobacter,66,15.103,0.1171,0.4119,0.2606,0.7336,-8.3944,1.5017,0.0,1.4,4.0,49.36,20030,0,0.0,0.0,0.0,86.0,701049,1.0,1.0,1.028,1.791,5.481,10.958333333333334,0.0,0.0,0.0,0.0,1.8558e-05,0.1003,0.2511,0.7119
55968,Leucobacter,65,14.8741,0.0952,0.2841,0.1638,0.445,-8.497,1.2201,0.0,1.0,3.2,29.84,394,0,0.0,0.0,0.0,18.0,405,1.0,1.0,1.167,2.0,10.403,70.2,0.0,0.0,0.0,0.0,3.5748e-06,4.987e-05,0.1528,0.4224
125287,Ornithinimicrobium,65,14.8741,0.1096,0.3346,0.1932,0.5287,-8.4761,1.2785,0.0,2.0,4.2,52.84,1005,0,0.0,0.0,0.0,36.0,1105,1.0,1.0,1.218,1.777,10.048,11.910709219858154,0.0,0.0,0.0,0.0,5.8156e-06,0.0001122,0.1821,0.4991
10319,Varicellovirus,65,14.8741,0.1057,0.3141,0.2397,0.6062,-8.1453,2.0582,0.0,1.0,8.0,24.84,125,0,0.0,0.0,0.0,90.8,356,1.0,1.364,1.83,5.069,12.56,31.785919999999997,0.0,0.0,0.0,0.0,0.0014026,0.004371,0.2397,0.6062
953,Wolbachia,65,14.8741,0.0816,0.2523,0.1318,0.3606,-8.3857,1.5029,0.0,1.0,2.0,22.56,164,0,0.0,0.0,0.0,6.0,350,1.0,4.0,94.2,401.0,1224.0,2110.0,0.0,0.0,0.0,0.0,1.1202e-05,0.001891,0.0628,0.2607
5552,Trichosporon,65,14.8741,0.0817,0.2521,0.1578,0.3978,-8.6093,0.9475,0.0,1.0,2.0,16.0,162,0,0.0,0.0,0.0,14.0,102,1.0,8.8,44.4,124.0,516.0,971.0,0.0,0.0,0.0,0.0,5.919e-07,4.312e-06,0.0701,0.2068
2923352,Mesomycoplasma,64,14.6453,0.0676,0.2076,0.1766,0.4963,-8.275,1.8015,0.0,1.0,1.2,4.64,80,0,0.0,0.0,0.0,36.2,502,1.0,1.238,1.508,2.045,3.861,53.8,0.0,0.0,0.0,0.0,0.0006134,0.005798,0.163,0.4633
318147,Paucibacter,63,14.4165,0.1043,0.342,0.1796,0.5082,-8.511,1.2177,0.0,1.0,3.0,78.4,500,0,0.0,0.0,0.0,17.4,1845,1.0,1.0,1.071,1.797,9.079,25.26715725806452,0.0,0.0,0.0,0.0,3.1732e-06,0.0002887,0.168,0.4774
846,Oxalobacter,63,14.4165,0.0727,0.2343,0.1984,0.5087,-8.4548,1.3418,0.0,1.0,2.0,33.08,69,0,0.0,0.0,0.0,30.0,306,1.0,1.125,1.405,1.972,4.353,57.73346153846153,0.0,0.0,0.0,0.0,6.9798e-06,0.001067,0.1851,0.4707
1649486,Rhizorhabdus,63,14.4165,0.0988,0.326,0.1794,0.5001,-8.5106,1.2153,0.0,1.0,3.0,51.56,916,0,0.0,0.0,0.0,24.4,2724,1.0,1.0,1.12,1.615,3.475,11.349989082969433,0.0,0.0,0.0,0.0,3.544e-06,0.0002053,0.1703,0.4716
1855416,Qipengyuania,63,14.4165,0.114,0.3445,0.1834,0.5005,-8.4949,1.2527,0.0,2.0,5.0,47.2,702,0,0.0,0.0,0.0,21.2,1052,1.0,1.024,2.0,9.15,55.273,112.85461538461537,0.0,0.0,0.0,0.0,3.994e-06,0.000326,0.1563,0.4431
1060,Rhodobacter,63,14.4165,0.102,0.3252,0.1896,0.5305,-8.4955,1.2513,0.0,1.0,4.0,64.56,524,0,0.0,0.0,0.0,27.0,1155,1.0,1.0,1.18,2.0,10.513,19.0,0.0,0.0,0.0,0.0,4.016e-06,8.811e-05,0.1765,0.4971
270,Thermus,63,14.4165,0.0927,0.2754,0.1982,0.5509,-8.4511,1.3819,0.0,1.0,4.0,17.28,137,0,0.0,0.0,0.0,34.4,3473,1.0,1.0,1.5,2.55,6.074,26.38095238095238,0.0,0.0,0.0,0.0,9.7684e-06,0.001224,0.1832,0.5192
1295327,Croceicoccus,62,14.1876,0.1029,0.3178,0.1774,0.4938,-8.513,1.2172,0.0,2.0,4.0,35.6,495,0,0.0,0.0,0.0,18.2,1819,1.0,1.0,1.8,4.752,11.189,23.5,0.0,0.0,0.0,0.0,3.4772e-06,9.743e-05,0.1571,0.4532
2767885,Latilactobacillus,62,14.1876,0.0959,0.3209,0.2985,0.7781,-8.3922,1.5193,0.0,1.0,3.2,23.84,2108,0,0.0,0.0,0.0,136.0,12763,1.0,1.0,1.0,1.439,3.401,12.405265654648955,0.0,0.0,0.0,0.0,1.9982e-05,0.001885,0.2899,0.7549
59734,Empedobacter,62,14.1876,0.1122,0.347,0.281,0.747,-8.377,1.5585,0.0,1.0,5.2,73.0,223,0,0.0,0.0,0.0,183.4,7410,1.0,1.0,1.0,1.152,2.765,11.562962962962963,0.0,0.0,0.0,0.0,4.6362e-05,0.001768,0.2751,0.7329
34102,Sphaerotilus,61,13.9588,0.0999,0.3239,0.2009,0.5619,-8.4866,1.3036,0.0,1.0,4.0,62.8,557,0,0.0,0.0,0.0,44.6,1851,1.0,1.0,1.09,1.52,11.0,12.5,0.0,0.0,0.0,0.0,7.4148e-06,0.0004032,0.1905,0.5354
361177,Altererythrobacter,61,13.9588,0.0843,0.2742,0.1579,0.4672,-8.5371,1.1801,0.0,1.0,2.0,27.4,299,0,0.0,0.0,0.0,17.6,961,1.0,1.0,1.5,2.5,27.0,55.0,0.0,0.0,0.0,0.0,3.4892e-06,5.752e-05,0.1443,0.4363
162289,Peptoniphilus,61,13.9588,0.1143,0.3627,0.2829,0.751,-8.3508,1.6333,0.0,1.4,4.0,70.0,674,0,0.0,0.0,0.0,131.6,12949,1.0,1.0,1.075,1.375,5.0,16.399428571428572,0.0,0.0,0.0,0.0,5.733e-05,0.003352,0.2742,0.7297
